märus	Määrus
kohtu	kohtu
läbbi	läbi
oleks	oleks
teggema	tegema
piddanud	pidanud
jan	Jaan
liisma	Liismaa
pudus	puudus
wata	Waata
no	No
ellukoht	Elukoht
tädmata	täädmata
protokoll	Protokoll
no	No
68	68
asjus	asjus
olli	oli
pernust	Pernust
juhhan	Juhan
markus	Markus
ette	ette
tulnud	tulnud
ja	ja
tunnistas	tunnistas
küssimise	küsimise
peale	peale
et	et
hendrek	Hendrek
markus	Markus
on	on
teise	teise
naise	naise
wõtmise	wõtmise
el	eel
300	300
rublase	rublase
weksle	weksle
hinnapabberi	hinnapaberi
omma	oma
kolme	kolme
poea	poea
heaks	heaks
mis	mis
sis	siis
kui	kui
poead	poead
21	21
asta	aasta
wanaduseks	wanaduseks
sawad	saawad
ühhe	ühe
wõrra	wõrra
ossadel	osadel
ärra	ära
jaggatud	jagatud
piddanud	pidanud
sama	saama
sindi	Sindi
walla	walla
laekasse	laekasse
sisse	sisse
pannud	pannud
kusjures	kusjuures
temma	tema
ka	ka
wel	weel
käemeheks	käemeheks
on	on
seatud	seatud
hendrek	Hendrek
markus	Markus
pudus	puudus
wata	Waata
protokoll	protokoll
no	No
90.	90.
ette	Ette
tulli	tuli
sit	siit
koggukonna	kogukonna
lige	liige
ja	ja
mõisama	mõisamaa
mili	Miili
kohha	koha
rentnik	rentnik
jakob	Jakob
palm	Palm
kes	kes
isse	ise
ilma	ilma
pojjata	pojata
ja	ja
andis	andis
ülles	üles
et	et
temma	tema
torri	Tori
koggukonna	kogukonna
likme	liikme
mart	Mart
tuisk	Tuisk
ja	ja
temma	tema
naese	naese
marri	Mari
pojja	poja
kes	kes
23	23
deccembril	Decembril
1872	1872
astal	aastal
sündinud	sündinud
ommale	omale
lapse	lapse
assemele	asemele
tahhab	tahab
wõtta	wõtta
ja	ja
pallus	palus
selleks	selleks
kohtulikku	kohtulikku
võimalust	võimalust
mart	Mart
tuisk	Tuisk
torri	Tori
koggukonna	kogukonna
lige	liige
olli	oli
sega	seega
rahhul	rahul
ja	ja
sowis	soowis
et	et
temma	tema
poeg	poeg
mart	Mart
tuisk	Tuisk
saks	saaks
jakob	Jakob
palmile	Palmile
lapse	lapse
assemele	asemele
lubbatud	lubatud
ja	ja
kohtulikult	kohtulikult
kinnitatud	kinnitatud
mõistetud	Mõistetud
sedda	Seda
mahha	maha
kirjutada	kirjutada
ja	ja
keiserliku	keiserliku
i	I
pärnu	Pärnu
kihhelkonna	kihelkonna
kohtule	kohtule
kinnitamiseks	kinnitamiseks
ette	ette
anda	anda
ette	Ette
tulli	tuli
sit	siit
koggukonna	kogukonna
lige	liige
soldat	soldat
jürri	Jüri
tomson	Tomson
kes	kes
ilma	ilma
lapseta	lapseta
ja	ja
andis	andis
ülles	üles
et	et
temma	tema
lagne	Laagne
andres	Andres
lorrenzoni	Lorenzoni
pojja	poja
peter	Peter
sündinud	sündinud
9	9
februaril	Februaril
1877	1877
ommale	omale
lapse	lapse
assemele	asemele
tahhab	tahab
wõtta	wõtta
ja	ja
pallus	palus
selleks	selleks
kohtuliku	kohtuliku
kinnitust	kinnitust
andres	Andres
lorrenzon	Lorenzon
olli	oli
sega	seega
rahhul	rahul
ja	ja
sowis	soowis
et	et
temma	tema
poeg	poeg
peter	Peter
jürri	Jüri
tomsonile	Tomsonile
saks	saaks
lapse	lapse
assemele	asemele
lubbatud	lubatud
ja	ja
kohtulikult	kohtulikult
kinnitatud	kinnitatud
mõistetud	Mõistetud
sedda	Seda
mahha	maha
kirjutada	kirjutada
ja	ja
keiselriku	keiselriku
i	I
pärnu	Pärnu
kihhelkonna	kihelkonna
kohtule	kohtule
kinnitamiseks	kinnitamiseks
ette	ette
anda	anda
marri	Mari
simen	Siimen
25	25
astat	aastat
wanna	wana
lut	lut
rodelt	Roodelt
omma	oma
käemehhe	käemehe
hendrik	Hendrik
tannebaumiga	Tannebaumiga
kaebas	kaebas
et	et
temmal	temal
hendrik	Hendrik
tammega	Tammega
sauga	Sauga
mehhega	mehega
üks	üks
poeglaps	poeglaps
on	on
olnud	olnud
kes	kes
jubba	juba
nüd	nüüd
süggisel	sügisel
asta	aasta
wanuseks	wanuseks
on	on
sanud	saanud
kaebaja	Kaebaja
nõuab	nõuab
et	et
hendrik	Hendrik
tamm	Tamm
selle	selle
lapse	lapse
kaswatamiseks	kaswatamiseks
igga	iga
asta	aasta
10	10
rubla	rubla
peaks	peaks
andma	andma
kunni	kunni
se	see
laps	laps
12	12
aastaseks	aastaseks
sab	saab
hendrik	Hendrik
tamm	Tamm
26	26
asta	aasta
wanna	wana
lut	lut
wastas	wastas
et	et
temma	tema
marri	Mari
simeniga	Siimeniga
kokku	kokku
on	on
ellanud	elanud
ja	ja
se	see
est	eest
8	8
rubla	rubla
annud	annud
ja	ja
ei	ei
lubba	luba
sepärast	seepärast
ennam	enam
middagi	midagi
marri	Mari
simenn	Siimenn
ülteb	ülteb
et	et
8	8
rubla	rubla
ei	ei
olle	ole
sanud	saanud
mõistus	Mõistus
et	Et
hendrik	Hendrik
tamm	Tamm
ei	ei
wõinud	wõinud
wabbandada	wabandada
marri	Mari
simeniga	Siimeniga
ühte	ühte
elamist	elamist
on	on
temma	tema
selle	selle
lapse	lapse
isaks	isaks
arwatud	arwatud
agga	aga
et	et
temmal	temal
ommal	omal
töwõimatuseni	tööwõimatuseni
wannemad	wanemad
toita	toita
ja	ja
temma	tema
sullase	sulase
mes	mees
kelle	kelle
sisse	sisse
tulek	tulek
sur	suur
ei	ei
olle	ole
peab	peab
selle	selle
lapse	lapse
toitmiseks	toitmiseks
igga	iga
asta	aasta
6	6
rubla	rubla
maksma	maksma
kunni	kunni
laps	laps
10	10
asteks	aasteks
sab	saab
ja	ja
peasb	peasb
sedda	seda
maksma	maksma
igga	iga
asta	aasta
3	3
rubla	rubla
1	1
aprillil	Aprillil
ja	ja
3	3
rubla	rubla
1	1
septembril	Septembril
möda	Mööda
läinud	läinud
asta	aasta
est	eest
on	on
nüd	nüüd
korraga	korraga
6	6
rubla	rubla
ärra	ära
maksta	maksta
ette	Ette
öeldud	öeldud
ja	ja
kaebtus	kaebtus
järg	järg
tutwaks	tutwaks
tehtud	tehtud
3	3
rubla	rubla
kätte	kätte
sanud	saanud
25.11.1883	25.11.1883
hendrik	Hendrik
tamm	Tamm
seie	seie
sisse	sisse
maksnud	maksnud
1	1
r	r
20	20
k	k
30.12.1883	30.12.1883
7.80	7.80
jan	Jaan
maddisson	Madisson
kätte	kätte
winud	wiinud
30.12.1883	30.12.1883
ette	Ette
ei	ei
tulnud	tulnud
ühtegi	ühtegi
kohtuwanem	Kohtuwanem
mihkel	Mihkel
rõmus	Rõõmus
xxx	XXX
kõrwames	Kõrwamees
i	I
jan	Jaan
winglas	Winglas
xxx	XXX
kõrwames	Kõrwamees
i	II
addo	Ado
kreis	Kreis
xxx	XXX
kirjut	Kirjut
m	M
kentmann	Kentmann
<allkiri>	<allkiri>
ette	Ette
ei	ei
tulnud	tulnud
ühtegi	ühtegi
kohtuwanem	Kohtuwanem
mihkel	Mihkel
rõmus	Rõõmus
xxx	XXX
kõrwames	Kõrwamees
i	I
jan	Jaan
winglas	Winglas
xxx	XXX
kõrwames	Kõrwamees
i	II
addo	Ado
kreis	Kreis
xxx	XXX
ette	Ette
ei	ei
tulnud	tulnud
ühtegi	ühtegi
kohtuwanem	Kohtuwanem
mihkel	Mihkel
rõmus	Rõõmus
xxx	XXX
kõrwames	Kõrwamees
i	I
jan	Jaan
winglas	Winglas
xxx	XXX
kõrwames	Kõrwamees
i	II
addo	Ado
kreis	Kreis
xxx	XXX
ette	Ette
ei	ei
tulnud	tulnud
ühtegi	ühtegi
kohtuwanem	Kohtuwanem
mihkel	Mihkel
rõmus	Rõõmus
xxx	XXX
kõrwames	Kõrwamees
i	I
jan	Jaan
winglas	Winglas
xxx	XXX
kõrwames	Kõrwamees
i	II
addo	Ado
kreis	Kreis
xxx	XXX
kirjutaja	Kirjutaja
m	M
kentmann	Kentmann
<allkiri>	<allkiri>
ette	Ette
ei	ei
tulnud	tulnud
ühtegi	ühtegi
kohtuwanem	Kohtuwanem
mihkel	Mihkel
rõmus	Rõõmus
xxx	XXX
kõrwames	Kõrwamees
i	I
jan	Jaan
winglas	Winglas
xxx	XXX
kõrwames	Kõrwamees
i	II
addo	Ado
kreis	Kreis
xxx	XXX
kirjutaja	Kirjutaja
m	M
kentmann	Kentmann
<allkiri>	<allkiri>
ette	Ette
ei	ei
tulnud	tulnud
ühtegi	ühtegi
kohtuwanem	Kohtuwanem
mihkel	Mihkel
rõmus	Rõõmus
xxx	XXX
kõrwames	Kõrwamees
i	I
jan	Jaan
winglas	Winglas
xxx	XXX
kõrwames	Kõrwamees
i	II
addo	Ado
kreis	Kreis
xxx	XXX
kirjutaja	Kirjutaja
m	M
kentmann	Kentmann
<allkiri>	<allkiri>
ette	Ette
ei	ei
tulnud	tulnud
ühtegi	ühtegi
kohtuwanem	Kohtuwanem
mihkel	Mihkel
rõmus	Rõõmus
xxx	XXX
kõrwames	Kõrwamees
i	I
jan	Jaan
winglas	Winglas
xxx	XXX
kõrwames	Kõrwamees
i	II
addo	Ado
kreis	Kreis
xxx	XXX
kirjutaja	Kirjutaja
m	M
kentmann	Kentmann
<allkiri>	<allkiri>
ette	Ette
ei	ei
tulnud	tulnud
ühtegi	ühtegi
kohtuwanem	Kohtuwanem
mihkel	Mihkel
rõmus	Rõõmus
xxx	XXX
kõrwames	Kõrwamees
i	I
jan	Jaan
winglas	Winglas
xxx	XXX
kõrwames	Kõrwamees
i	II
addo	Ado
kreis	Kreis
xxx	XXX
kirjutaja	Kirjutaja
m	M
kentmann	Kentmann
<allkiri>	<allkiri>
ette	Ette
ei	ei
tulnud	tulnud
ühtegi	ühtegi
kohtuwanem	Kohtuwanem
mihkel	Mihkel
rõmus	Rõõmus
xxx	XXX
kõrwames	Kõrwamees
i	I
jan	Jaan
winglas	Winglas
xxx	XXX
kõrwames	Kõrwamees
i	II
addo	Ado
kreis	Kreis
xxx	XXX
kirjutaja	Kirjutaja
m	M
kentmann	Kentmann
<allkiri>	<allkiri>
walla	Walla
kohtu	kohtu
ette	ette
astus	astus
soffia	Sofia
stenholm	Stenholm
omma	oma
issaga	isaga
seltsis	seltsis
ja	ja
kaewas	kaewas
et	et
temma	tema
on	on
4	4
öd	ööd
kolmeister	Koolmeister
hahlqwisti	HAhlqwisti
jures	juures
kolimajjas	koolimajas
olnud	olnud
1sel	1sel
öl	ööl
ütleb	ütleb
temma	tema
et	et
ta	ta
kolmeistriga	koolmeistriga
seltsis	seltsis
on	on
hapsalust	Haapsalust
tulnud	tulnud
ühhes	ühes
olli	oli
ka	ka
temma	tema
wend	wend
johhannes	Johannes
hapsalust	Haapsalust
tulles	tulles
ütleb	ütleb
temma	tema
käisime	käisime
kõik	kõik
kolmekesti	kolmekesti
minnu	minu
wannemate	wanemate
jures	juures
ses	sees
swiby	Swiby
küllas	külas
sealt	sealt
läksime	läksime
hullo	Hullo
kolimajasse	Koolimajasse
ja	ja
ollime	olime
öse	ööse
seal	seal
kõik	kõik
olli	oli
aulikult	auulikult
teine	Teine
öse	ööse
olli	oli
jakob	Jakob
alros	Alros
seltsis	seltsis
kui	kui
ma	ma
majjaka	Majaka
jurest	juurest
kolmeistri	Koolmeistri
jure	juure
tullin	tulin
ja	ja
jäin	jäin
öse	ööse
temma	tema
jure	juure
ja	ja
jakob	Jakob
alros	Alros
teab	teab
sedda	seda
kõik	Kõik
olli	oli
aulikult	auulikult
kolmas	Kolmas
öse	ööse
tullin	tulin
mõisast	Mõisast
kolmeister	Koolmeister
androsaffi	Androsaffi
pulmadest	pulmadest
temma	tema
jure	juure
ja	ja
jäin	jäin
öse	ööse
temma	tema
jure	juure
sedda	seda
teab	teab
j.alros	J.Alros
kõik	Kõik
olli	oli
aulikult	auulikult
neljandamal	Neljandamal
öl	ööl
ütleb	ütleb
temma	tema
eddasi	edasi
läksin	läksin
swiby	Swiby
pettasi	Pettasi
pulma	pulma
ja	ja
läksin	läksin
jälle	jälle
kolmeistri	Koolmeistri
jure	juure
sisse	sisse
sissetulles	Sissetulles
wõttis	wõttis
kolmeister	Koolmeister
minnu	minu
pollito	polito
mu	mu
käest	käest
wastu	wastu
ja	ja
panni	pani
omma	oma
kappi	kappi
ning	ning
sowis	soowis
et	et
ma	ma
öse	ööse
piddin	pidin
temma	tema
jure	juure
jäema	jäema
mis	mis
minna	mina
ka	ka
teggin	tegin
waheajal	Waheajal
tulli	tuli
temma	tema
õdde	õde
gertrud	Gertrud
senna	senna
ja	ja
tahtis	tahtis
sisse	sisse
tulla	tulla
agga	aga
jakob	Jakob
alros	Alros
ütles	ütles
et	et
kolmeister	Koolmeister
läks	läks
küllasse	külasse
ja	ja
ei	ei
olle	ole
paergust	paergust
koddu	kodu
ja	ja
õdde	õde
läks	läks
sellepeale	sellepeale
koddu	kodu
pärast	pärast
sedda	seda
läks	läks
kolmeister	Koolmeister
tõeste	tõeste
omma	oma
wannemate	wanemate
jure	juure
ja	ja
wis	wiis
ennesega	enesega
ühhe	ühe
pare	paare
sapaid	saapaid
taggasi	Tagasi
tulles	tulles
tõi	tõi
ta	ta
ennesega	enesega
ühhe	ühe
leiwa	leiwa
ja	ja
andis	andis
sedda	seda
kögi	köögi
akna	akna
läbbi	läbi
sisse	sisse
pärast	pärast
tulli	tuli
ta	ta
isse	ise
ka	ka
sisse	sisse
ja	ja
the	Thee
olli	oli
walmis	walmis
ja	ja
meie	meie
läksime	läksime
seltsis	seltsis
söma	sööma
ja	ja
temma	tema
tõi	tõi
magusat	magusat
wina	wiina
ja	ja
wallas	walas
the	Thee
sisse	sisse
agga	aga
minnu	minu
theklasi	Theeklaasi
sisse	sisse
wallas	walas
temma	tema
kõige	kõige
rohkem	rohkem
pärast	Pärast
söma	sööma
tulli	tuli
minnu	minu
wend	wend
johhannes	Johannes
ka	ka
senna	senna
ja	ja
jakob	Jakob
alros	Alros
laskis	laskis
tedda	teda
sisse	sisse
ja	ja
nemmad	nemad
läksid	läksid
kõik	kõik
kolmekeste	kolmekeste
kolmeister	Koolmeister
j.alros	J.Alros
ja	ja
minnu	minu
wend	wend
johhannes	Johannes
sali	saali
ja	ja
mud	muud
innimesi	inimesi
sellkorral	sellkorral
seal	seal
ei	ei
olnud	olnud
johhannes	Johannes
pallus	palus
kolm	Koolm
pallito	palito
pettasi	Pettasi
pulma	pulma
agga	aga
kolm	Koolm
wabbandas	wabandas
et	et
ta	ta
pallito	palito
olli	oli
ilma	ilma
nöbideta	nööbideta
ja	ja
temma	tema
tõi	tõi
ridega	riidega
kaetud	kaetud
nöbid	nööbid
et	et
minna	mina
piddin	pidin
neid	neid
etteajamma	etteajama
agga	aga
minna	mina
ei	ei
wõind	wõind
ja	ja
enne	enne
ollid	olid
ka	ka
nisuggused	niisugused
nöbid	nööbid
es	ees
kell	Kell
10	10
tulli	tuli
johhannes	Johannes
sinna	sinna
ja	ja
kell	kell
12	12
läks	läks
ta	ta
köstri	Köstri
jure	juure
taggasi	tagasi
sellepeale	Sellepeale
läksime	läksime
maggama	magama
temma	tema
küssimise	küsimise
peale	peale
kas	Kas
sinna	sina
armastad	armastad
mind	mind
wastasin	wastasin
minna	mina
jah	Jah
sedda	seda
sa	sa
tead	tead
et	et
ma	ma
sind	sind
armastan	armastan
sis	Siis
utles	utles
temma	tema
noh	Noh
sis	siis
ma	ma
wõin	wõin
omma	oma
asjadega	asjadega
tehha	teha
mis	mis
ma	ma
tahhan	tahan
minna	Mina
wastasin	wastasin
nisugune	Niisugune
armastus	armastus
minnul	minul
ei	ei
olle	ole
kolmeister	Koolmeister
wasta	wasta
sinnul	Sinul
ei	ei
olle	ole
üks	üks
täielik	täielik
armastus	armastus
ma	Ma
ütlesin	ütlesin
mis	Mis
armastus	armastus
se	see
on	on
kõik	kõik
mailm	maailm
on	on
nisugguse	niisuguse
armastusega	armastusega
täis	täis
selle	Selle
wahhel	wahel
on	on
wahhe	wahe
sin	siin
ei	ei
olle	ole
kiski	kiski
kes	kes
kuleb	kuuleb
mud	muud
kui	kui
jummal	Jumal
minna	mina
ja	ja
sinna	sina
jummal	Jumal
kes	kes
näeb	näeb
ta	ta
ei	ei
ütle	ütle
kellingile	kellingile
milla	Milla
peab	peab
essiteks	esiteks
se	see
armastus	armastus
tullema	tulema
küssis	küsis
temma	tema
kas	kas
sis	siis
kui	kui
sõrmuksed	sõrmuksed
on	on
wahhetud	wahetud
wõi	wõi
sis	siis
kui	kui
laulatamine	laulatamine
on	on
olnud	olnud
lasse	Lase
olla	olla
et	et
üks	üks
peab	peab
mõllemate	mõlemate
tahtmine	tahtmine
ollema	olema
agga	Aga
kui	kui
sa	sa
peaksid	peaksid
mind	mind
mahhajätma	mahajätma
sis	siis
jummal	Jumal
kõrges	kõrges
tassugu	tasugu
sind	sind
ütlesin	ütlesin
minna	mina
kui	Kui
ma	ma
pärast	pärast
temma	tema
jure	juure
läksin	läksin
ütles	ütles
temma	tema
eddasi	edasi
ütles	ütles
kolm	Koolm
minnu	minu
wastu	wastu
käimapealseolekus	Käimapealseolekus
ei	ei
wõi	wõi
minna	mina
sind	sind
mitte	mitte
wõtta	wõtta
kuidas	Kuidas
se	see
wõib	wõib
olla	olla
naggu	nagu
minna	mina
ramatudes	raamatudes
ollen	olen
luggenud	lugenud
ei	ei
wõi	wõi
sealt	sealt
kedagist	kedagist
tulla	tulla
egga	ega
üllessekaswada	ülessekaswada
kus	kus
midagit	midagit
ei	ei
olle	ole
külwatud	külwatud
kas	kas
sa	sa
olled	oled
teist	teist
modi	moodi
kui	kui
teised	teised
innimesed	inimesed
kui	Kui
se	see
nõnda	nõnda
on	on
sedda	seda
minnu	minu
au	auu
üllesse	ülesse
ei	ei
kanna	kanna
sis	siis
ma	ma
lön	löön
omma	oma
südant	südant
kõwaks	kõwaks
ma	Ma
küssisin	küsisin
mis	Mis
modi	moodi
sis	siis
ted	teed
kui	kui
südda	süda
peab	peab
kõwaks	kõwaks
jäema	jäema
ja	ja
temma	Tema
ütles	ütles
kuida	Kuida
warao	Warao
teggi	tegi
nõnda	nõnda
ten	teen
minna	mina
ka	ka
tulgu	tulgu
mis	mis
tulleb	tuleb
sest	sest
kõigest	kõigest
ollen	olen
minna	mina
lahti	lahti
ja	ja
pri	prii
sedda	Seda
kõik	kõik
annan	annan
minna	mina
üllesse	ülesse
ja	ja
mud	muud
minnul	minul
ennam	enam
ei	ei
olle	ole
kaewata	kaewata
ja	ja
mud	muud
tunnistusi	tunnistusi
minnul	minul
ei	ei
olle	ole
ka	ka
ennam	enam
kui	kui
ned	need
mis	mis
sin	siin
prottokollis	prottokollis
nimmetud	nimetud
on	on
ja	ja
tõendan	tõendan
sedda	seda
omma	oma
nimmi	nimi
allakirjutamisega	allakirjutamisega
soffia	Sofia
stenholm	Stenholm
kohtumeheasemik	Kohtumeheasemik
l.alström	L.Alström
juresistuja	Juuresistuja
a.linström	A.Linström
h.alberg	H.Alberg
j.jaemes	J.Jaemees
saksale	Saksale
andres	Andres
konks	Konks
n	N
106	106
tallu	talu
perremes	peremees
astus	astus
ette	ette
ja	ja
andis	andis
ülles	üles
et	et
temma	tema
jubba	juba
wanna	wana
ja	ja
tö	töö
jõuelta	jõuelta
olla	olla
selle	selle
pärast	pärast
pallus	palus
et	et
temma	tema
korem	koorem
poeg	poeg
jürri	Jüri
konks	Konks
keiserliku	Keiserliku
balti	Balti
domeni	Domeeni
wallitsuse	Walitsuse
polest	poolest
temma	tema
assemele	asemele
perremeheks	peremeheks
saks	saaks
kinnitud	kinnitud
temma	Tema
wannem	wanem
poeg	poeg
jan	Jaan
konks	Konks
olla	olla
wägga	wäga
ullakaks	ulakaks
läinud	läinud
kes	kes
mitte	mitte
kohha	koha
pärandajaks	pärandajaks
ei	ei
kõlbada	kõlbada
midda	mida
ka	ka
kohhus	kohus
ärra	ära
tunnud	tunnud
ja	ja
kinnitanud	kinnitanud
sellepärast	sellepärast
ei	ei
anda	anda
temma	tema
sedda	seda
tallu	talu
õigust	õigust
mitte	mitte
wannema	wanema
pojjale	pojale
jürri	Jüri
konks	Konks
olli	oli
kohtu	kohtu
es	ees
ja	ja
andis	andis
teada	teada
et	et
temma	tema
omma	oma
wannemid	wanemid
seal	seal
tallus	talus
illusti	ilusti
toidab	toidab
ja	ja
kattab	kattab
kunni	kuni
nende	nende
surmani	surmani
ja	ja
lubbab	lubab
ka	ka
sedda	seda
tallupidamist	talupidamist
ennese	enese
holeks	hooleks
wõtta	wõtta
peale	Peale
sedda	seda
andis	andis
issa	isa
andres	Andres
konks	Konks
wel	weel
teada	teada
et	et
1891	1891
asta	aasta
kewwadiga	kewadiga
selle	selle
kohha	koha
piddamise	pidamise
omma	oma
norema	noorema
pojja	poja
jürri	Jüri
kätte	kätte
annab	annab
sai	Sai
otsuseks	Otsuseks
keiserliku	Keiserliku
balti	Balti
domeni	Domeeni
wallitsuse	Walitsuse
polest	poolest
jürri	Jüri
konks	Konks
kinnitust	kinnitust
saksale	Saksale
n	N
106	106
tallu	talu
perremeheks	peremeheks
palluda	paluda
otsus	Otsus
kulutadi	kuulutadi
peakohtumes	Peakohtumees
tönnis	Tönis
tehwer	Tehwer
allkirri	allkiri
kohtumehhed	kohtumehed
hans	Hans
kask	Kask
allkirri	allkiri
jak	Jaak
tommingas	Tommingas
allkirri	allkiri
jürri	Jüri
martson	Martson
allkirri	allkiri
mart	Mart
ollino	Ollino
allkirri	allkiri
jürri	Jüri
järberso	Järberso
n	n
allkirri	allkiri
abbiline	abiline
mart	Mart
mihlberg	Mihlberg
allkirri	allkiri
kirjutaja	kirjutaja
aradik	ARadik
allkirri	allkiri
mihkel	Mihkel
jurikas	Juurikas
torist	Torist
kellel	kellel
15	15
rubl	rubl
41	41
kop	kop
wanna	wana
ja	ja
4	4
rubl	rubl
19	19
kop	kop
1889	1889
90	90
asta	aasta
wallamaksud	wallamaksud
wõlga	wõlga
on	on
mille	mille
ülle	üle
temmale	temale
mitmed	mitmed
kohtu	kohtu
tärminid	tärminid
selle	selle
tasumiseks	tasumiseks
antud	antud
n	N
314	314
ka	ka
kõige	kõige
weiksemal	weiksemal
mõedul	mõedul
jõudumöda	jõudumööda
ei	ei
olle	ole
sesamma	seesama
ka	ka
mitte	mitte
kõige	kõige
wähemat	wähemat
ossa	osa
sellest	sellest
wähhendada	wähendada
püidnud	püidnud
ja	ja
olli	oli
tänna	täna
jälle	jälle
kohtu	kohtu
ette	ette
kutsutud	kutsutud
kohhal	kohal
agga	aga
täiesti	täiesti
jobnud	joobnud
ollekul	olekul
ilmus	ilmus
ja	ja
millest	millest
nähhe	nähe
on	on
et	et
temmal	temal
jomise	joomise
ja	ja
lakkumise	lakkumise
tarwis	tarwis
rahha	raha
küllalt	küllalt
on	on
agga	aga
ainult	ainult
holetuse	hooletuse
ja	ja
halwa	halwa
ellu	elu
wiside	wiiside
pärast	pärast
mitte	mitte
omma	oma
wallamaksusi	wallamaksusi
maksta	maksta
ei	ei
tahha	taha
ja	ja
sai	Sai
mõistetud	Mõistetud
mihkel	Mihkel
jurikas	Juurikas
peab	peab
iggas	igas
kus	kuus
tänasest	tänasest
päwast	pääwast
arwatud	arwatud
2	2
rubl	rubl
omma	oma
wallamaksude	wallamaksude
wõlla	wõla
wähendamiseks	wähendamiseks
kohtu	kohtu
kätte	kätte
ärra	ära
maksma	maksma
et	et
agga	aga
kohtu	kohtu
es	ees
purjus	purjus
olnud	olnud
ja	ja
wägga	wäga
holetu	hooletu
omma	oma
walla	walla
maksude	maksude
maksmisega	maksmisega
olnud	olnud
sab	saab
temma	tema
wiisteist	wiisteist
kümmend	kümmend
hopi	hoopi
witsu	witsu
nuhtluseks	nuhtluseks
se	See
mõistus	mõistus
sai	sai
kohhe	kohe
ette	ette
kulutud	kuulutud
ja	ja
appellatsioni	Appellatsioni
seadus	seadus
tutwaks	tutwaks
tehtud	tehtud
peakohtumes	Peakohtumees
t.tehwer	T.Tehwer
allkirri	allkiri
kohtumehed	Kohtumehed
j.tommingas	J.Tommingas
allkirri	allkiri
m.ollino	M.Ollino
allkirri	allkiri
mina	Miina
tom	Toom
torist	Torist
astus	astus
ette	ette
ja	ja
kaebas	kaebas
et	et
temma	tema
õhtu	õhtu
sel	sel
7	7
januaril	Januaril
1890	1890
omma	oma
mehhe	mehe
johann	Johann
tom	Toom
käest	käest
hirmsasti	hirmsasti
peksa	peksa
sanud	saanud
peale	peale
sedda	seda
olla	olla
ka	ka
mes	mees
kõik	kõik
rided	riided
temma	tema
seljast	seljast
ärra	ära
wõtnud	wõtnud
ja	ja
kässipiddi	käsipidi
uksest	uksest
kange	kange
külma	külma
kätte	kätte
wälja	wälja
wissanud	wisanud
mis	mis
peale	peale
temma	tema
sis	siis
2	2
päwa	pääwa
wodis	woodis
raskest	raskest
haige	haige
olnud	olnud
se	See
peksmine	peksmine
sündinud	sündinud
temma	tema
mehhe	mehe
polt	poolt
kõrtsist	kõrtsist
tulles	tulles
purjus	purjus
peaga	peaga
naggu	nagu
se	see
ennem	ennem
sedda	seda
mittu	mittu
korda	korda
ette	ette
tulnud	tulnud
et	Et
temma	tema
nisugguses	niisuguses
asja	asja
oleks	oleks
mitte	mitte
omma	oma
mehhe	mehe
jures	juures
ellada	elada
ei	ei
wõida	wõida
selle	selle
pärast	pärast
pallus	palus
et	et
kohhus	kohus
selle	selle
asja	asja
jures	juures
üht	üht
wahet	wahet
teks	teeks
ja	ja
temmale	temale
üht	üht
isiäralist	isiäralist
korterit	korterit
murretseks	muretseks
jan	Jaan
tom	Toom
torist	Torist
kostis	kostis
selle	selle
peale	peale
et	et
temma	tema
mitte	mitte
omma	oma
naist	naist
ei	ei
olla	olla
peksnud	peksnud
endine	Endine
kohtumes	kohtumees
mihkel	Mihkel
järwetson	Järwetson
teadis	teadis
tunnistada	tunnistada
et	et
ennem	ennem
sedda	seda
selle	selle
samma	sama
abbiellu	abielu
pari	paari
wahhel	wahel
tülli	tüli
ja	ja
rid	riid
olnud	olnud
kus	kus
jures	juures
temma	tema
leppitamist	leppitamist
sowinud	soowinud
ja	ja
lubbanud	lubanud
johann	Johann
tom	Toom
omma	oma
naist	naist
peale	peale
sedda	seda
eddespiddi	edespidi
allati	alati
auustada	auustada
ja	ja
illusti	ilusti
ellada	elada
andres	Andres
kalbus	Kalbus
ka	ka
selleaegne	selleaegne
kohtumes	kohtumees
teadis	teadis
seddasama	sedasama
tunnistada	tunistada
mis	mis
mihkel	Mihkel
järwetson	Järwetson
tomas	Toomas
lossmann	Lossmann
torist	Torist
tunnistas	tunistas
et	et
sel	sel
7mal	7mal
januaril	Januaril
s	s
a.	a.
õhtu	õhtu
olla	olla
johann	Johann
tom	Toom
ühhes	ühes
omma	oma
naise	naise
minaga	Miinaga
temma	tema
majjasse	majasse
tulnud	tulnud
ja	ja
olla	olla
sis	siis
johann	Johann
tom	Toom
ühhe	ühe
natukese	natukese
ajja	aja
seal	seal
ollemise	olemise
järrel	järel
omma	oma
naist	naist
wastu	wastu
pead	pead
lönud	löönud
ja	ja
ütelnud	ütelnud
et	et
naine	naine
ammugi	ammugi
koddu	kodu
piddanud	pidanud
minnema	minema
ning	ning
pastla	pastla
nahha	naha
likku	likku
pannema	panema
mis	mis
alles	alles
temma	tema
s.o.	s.o.
johann	Johann
tom	Toom
taskus	taskus
olnud	olnud
tõnnis	Tõnis
kask	Kask
torist	Torist
tunnistas	tunistas
et	et
johann	Johann
tomi	Toomi
naine	naine
mina	Miina
hommikul	homikul
peale	peale
sedda	seda
kui	kui
omma	oma
mehhe	mehe
käest	käest
peksa	peksa
sanud	saanud
temma	tema
jure	juure
allasti	alasti
ainult	ainult
